Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,,1981_change,1982_change,1983_change,1984_change,1985_change,1986_change,1987_change,1988_change,1989_change,1990_change,1991_change,1992_change,1993_change,1994_change,1995_change,1996_change,1997_change,1998_change,1999_change,2000_change,2001_change,2002_change,2003_change,2004_change,2005_change,2006_change,2007_change,2008_change,2009_change,2010_change,2011_change,2012_change,2013_change,2014_change,2015_change,2016_change,2017_change,2018_change,2019_change,2020_change,2021_change,2022_change,2023_change,2024_change,2025_change,2026_change,2027_change,2028_change,2029_change
Asia and Pacific,2365.119,2529.479,2461.237,2615.52,2773.055,2825.689,3601.239,4274.622,5098.701,5301.959,5527.926,6095.4,6680.213,7523.535,8163.078,9276.896,9057.515,8712.382,7878.187,8750.009,9372.058,8746.405,8982.409,10029.268,11312.707,12234.893,13101.517,14974.31,16937.83,17391.247,20306.269,23387.976,24851.521,25242.038,26177.868,25972.589,27038.874,28989.43,31135.721,31902.78,31988.067,36575.973,36506.958,37036.239,38348.143,41024.438,43622.482,46284.209,49124.799,51978.525,,6.95,-2.70,6.27,6.02,1.90,27.45,18.70,19.28,3.99,4.26,10.27,9.59,12.62,8.50,13.64,-2.36,-3.81,-9.57,11.07,7.11,-6.68,2.70,11.65,12.80,8.15,7.08,14.29,13.11,2.68,16.76,15.18,6.26,1.57,3.71,-0.78,4.11,7.21,7.40,2.46,0.27,14.34,-0.19,1.45,3.54,6.98,6.33,6.10,6.14,5.81
Australia and New Zealand,185.496,211.904,210.309,201.984,219.536,196.944,208.929,250.108,316.63,352.429,369.918,367.856,359.516,354.096,406.293,441.412,493.845,495.21,438.298,470.874,454.43,431.205,487.538,623.599,760.375,849.701,893.19,1084.968,1191.947,1122.538,1400.049,1682.538,1745.356,1707.261,1657.51,1410.784,1449.568,1586.294,1628.881,1598.853,1575.099,1908.15,1966.609,1989.308,2054.243,2144.064,2239.71,2326.681,2423.871,2531.323,,14.24,-0.75,-3.96,8.69,-10.29,6.09,19.71,26.60,11.31,4.96,-0.56,-2.27,-1.51,14.74,8.64,11.88,0.28,-11.49,7.43,-3.49,-5.11,13.06,27.91,21.93,11.75,5.12,21.47,9.86,-5.82,24.72,20.18,3.73,-2.18,-2.91,-14.89,2.75,9.43,2.68,-1.84,-1.49,21.14,3.06,1.15,3.26,4.37,4.46,3.88,4.18,4.43
Caribbean,18.191,19.896,21.961,21.887,21.902,22.353,21.331,20.252,20.665,22.265,22.621,22.509,22.27,22.987,26.099,31.888,34.452,37.232,40.083,42.705,44.901,45.312,47.004,48.589,53.876,60.995,66.636,75.379,84.978,74.786,80.105,86.789,91.476,93.954,95.979,94.063,88.745,92.364,96.674,95.811,83.523,99.998,118.832,124.403,141.863,151.571,161.327,166.863,173.283,180.34,,9.37,10.38,-0.34,0.07,2.06,-4.57,-5.06,2.04,7.74,1.60,-0.50,-1.06,3.22,13.54,22.18,8.04,8.07,7.66,6.54,5.14,0.92,3.73,3.37,10.88,13.21,9.25,13.12,12.73,-11.99,7.11,8.34,5.40,2.71,2.16,-2.00,-5.65,4.08,4.67,-0.89,-12.83,19.73,18.83,4.69,14.04,6.84,6.44,3.43,3.85,4.07
Central America,35.209,35.229,35.787,37.585,44.79,38.87,38.316,37.983,36.255,40.982,37.458,46.358,52.374,57.175,62.432,69.567,74.434,81.209,87.95,89.148,94.402,99.668,105.104,103.013,110.196,132.112,144.738,164.763,185.594,185.551,206.519,231.867,250.099,265.301,282.947,302.966,319.717,338.439,351.63,364.628,336.903,384.424,434.154,482.2,513.099,546.693,583.248,622.368,664.206,708.736,,0.06,1.58,5.02,19.17,-13.22,-1.43,-0.87,-4.55,13.04,-8.60,23.76,12.98,9.17,9.19,11.43,7.00,9.10,8.30,1.36,5.89,5.58,5.45,-1.99,6.97,19.89,9.56,13.84,12.64,-0.02,11.30,12.27,7.86,6.08,6.65,7.08,5.53,5.86,3.90,3.70,-7.60,14.11,12.94,11.07,6.41,6.55,6.69,6.71,6.72,6.70
Central Asia and the Caucasus,96.596,97.865,88.918,84.968,82.642,92.827,102.337,118.926,125.032,147.727,207.508,208.402,230.662,273.278,212.873,280.721,303.837,319.492,336.217,310.505,329.879,264.633,309.054,401.816,516.452,644.893,739.176,928.983,1083.182,929.075,1110.783,1257.357,1335.139,1457.59,1440.528,1295.414,1230.674,1244.927,1196.888,1178.37,1114.925,1263.299,1459.985,1742.8,1996.266,2151.706,2223.673,2368.057,2520.136,2686.759,,1.31,-9.14,-4.44,-2.74,12.32,10.24,16.21,5.13,18.15,40.47,0.43,10.68,18.48,-22.10,31.87,8.23,5.15,5.23,-7.65,6.24,-19.78,16.79,30.01,28.53,24.87,14.62,25.68,16.60,-14.23,19.56,13.20,6.19,9.17,-1.17,-10.07,-5.00,1.16,-3.86,-1.55,-5.38,13.31,15.57,19.37,14.54,7.79,3.34,6.49,6.42,6.61
East Asia,1573.985,1692.365,1609.301,1754.344,1858.507,1944.718,2664.967,3221.518,3931.475,4049.252,4122.323,4682.796,5169.956,5918.753,6433.639,7288.784,6869.623,6523.457,5969.16,6710.163,7275.154,6745.938,6773.594,7385.369,8183.165,8651.164,9033.736,9978.886,11418.249,11970.8,13665.728,15775.497,16917.806,17073.147,17816.503,17953.172,18684.485,19849.846,21691.08,22198.317,22692.546,25898.799,25056.571,24973.734,25413.804,27135.09,28755.383,30305.375,31924.069,33446.494,,7.52,-4.91,9.01,5.94,4.64,37.04,20.88,22.04,3.00,1.80,13.60,10.40,14.48,8.70,13.29,-5.75,-5.04,-8.50,12.41,8.42,-7.27,0.41,9.03,10.80,5.72,4.42,10.46,14.42,4.84,14.16,15.44,7.24,0.92,4.35,0.77,4.07,6.24,9.28,2.34,2.23,14.13,-3.25,-0.33,1.76,6.77,5.97,5.39,5.34,4.77
Eastern Europe ,165.523,175.648,189.517,191.755,184.588,182.672,188.526,192.748,228.064,222.139,167.19,148.694,291.572,453.897,599.713,772.871,890.198,936.829,816.811,704.22,766.269,867.497,980.487,1196.896,1524.85,1865.576,2262.15,2925.425,3655.804,2859.125,3236.084,3832.067,3888.939,4070.111,3831.07,2887.615,2832.81,3308.157,3612.216,3710.666,3494.543,4167.26,4602.415,4691.488,5021.184,5204.838,5437.032,5660.474,5890.483,6113.635,,6.12,7.90,1.18,-3.74,-1.04,3.20,2.24,18.32,-2.60,-24.74,-11.06,96.09,55.67,32.13,28.87,15.18,5.24,-12.81,-13.78,8.81,13.21,13.02,22.07,27.40,22.34,21.26,29.32,24.97,-21.79,13.18,18.42,1.48,4.66,-5.87,-24.63,-1.90,16.78,9.19,2.73,-5.82,19.25,10.44,1.94,7.03,3.66,4.46,4.11,4.06,3.79
Europe,4007.467,3607.829,3493.176,3404.056,3271.111,3385.424,4556.557,5597.616,6267.253,6366.803,7796.416,8264.343,9117.342,8474.745,9113.853,10541.286,10845.008,10299.015,10471.47,10380.587,9766.821,9933.322,10859.744,13187.363,15323.942,16243.962,17560.871,20472.618,22513.639,19789.513,20109.024,22148.727,21198.304,22093.895,22452.236,19284.229,19285.616,20519.409,22125.935,21846.883,21137.033,24235.998,24219.105,25802.398,27096.28,28219.707,29337.812,30357.952,31432.32,32534.51,,-9.97,-3.18,-2.55,-3.91,3.49,34.59,22.85,11.96,1.59,22.45,6.00,10.32,-7.05,7.54,15.66,2.88,-5.03,1.67,-0.87,-5.91,1.70,9.33,21.43,16.20,6.00,8.11,16.58,9.97,-12.10,1.61,10.14,-4.29,4.22,1.62,-14.11,0.01,6.40,7.83,-1.26,-3.25,14.66,-0.07,6.54,5.01,4.15,3.96,3.48,3.54,3.51
Middle East (Region),365.795,429.408,417.245,425.324,421.959,423.827,430.427,520.223,550.433,626.986,885.325,625.722,405.073,426.124,474.634,534.385,616.183,662.768,657.188,764.066,969.023,920.183,734.852,821.288,981.101,1197.715,1413.194,1680.324,2109.044,1868.761,2217.607,2659.313,2633.541,2747.491,2829.795,2461.72,2491.636,2678.363,2802.256,2716.085,2346.74,2841.976,3497.567,3363.296,3529.223,3657.074,3872.074,4086.806,4305.376,4536.722,,17.39,-2.83,1.94,-0.79,0.44,1.56,20.86,5.81,13.91,41.20,-29.32,-35.26,5.20,11.38,12.59,15.31,7.56,-0.84,16.26,26.82,-5.04,-20.14,11.76,19.46,22.08,17.99,18.90,25.51,-11.39,18.67,19.92,-0.97,4.33,3.00,-13.01,1.22,7.49,4.63,-3.08,-13.60,21.10,23.07,-3.84,4.93,3.62,5.88,5.55,5.35,5.37
North Africa,143.043,137.188,142.105,148.661,153.868,171.096,177.022,203.441,213.624,239.819,241.68,183.912,187.334,187.729,186.731,205.495,227.924,233.893,240.52,254.299,268.245,262.741,242.89,270.813,306.06,351.346,406.423,474.108,585.135,555.528,630.281,672.055,767.824,772.539,787.365,742.524,738.053,664.69,704.372,751.318,758.04,833.236,919.691,870.828,894.711,881.391,945.029,1008.175,1076.852,1149.764,,-4.09,3.58,4.61,3.50,11.20,3.46,14.92,5.01,12.26,0.78,-23.90,1.86,0.21,-0.53,10.05,10.91,2.62,2.83,5.73,5.48,-2.05,-7.56,11.50,13.02,14.80,15.68,16.65,23.42,-5.06,13.46,6.63,14.25,0.61,1.92,-5.70,-0.60,-9.94,5.97,6.66,0.89,9.92,10.38,-5.31,2.74,-1.49,7.22,6.68,6.81,6.77
North America,3389.979,3841.238,3900.909,4177.174,4630.542,4955.745,5140.043,5487.108,5985.876,6497.755,6897.431,7171.698,7576.992,8004.758,8460.472,8668.52,9181.222,9804.197,10308.4,10998.673,11799.344,12186.616,12572.461,13193.433,14143.43,15214.191,16242.497,17135.025,17577.907,16894.382,17870.126,18722.417,19438.988,20157.157,20880.829,21168.178,21549.466,22555.533,23739.083,24694.027,24233.774,27108.144,29745.274,31769.92,33351.671,34607.522,36002.46,37468.295,38988.736,40561.835,,13.31,1.55,7.08,10.85,7.02,3.72,6.75,9.09,8.55,6.15,3.98,5.65,5.65,5.69,2.46,5.91,6.79,5.14,6.70,7.28,3.28,3.17,4.94,7.20,7.57,6.76,5.50,2.58,-3.89,5.78,4.77,3.83,3.69,3.59,1.38,1.80,4.67,5.25,4.02,-1.86,11.86,9.73,6.81,4.98,3.77,4.03,4.07,4.06,4.03
Pacific Islands ,5.925,5.89,5.639,5.535,5.337,4.991,5.437,5.707,7.229,7.165,6.952,7.91,9.035,10.063,11.104,10.519,11.244,10.921,8.646,8.471,8.235,7.516,7.538,9.306,10.749,12.325,13.609,15.376,17.947,17.124,20.364,25.221,28.926,29.248,31.578,29.872,29.276,31.971,33.783,34.319,32.363,34.454,40.764,40.858,42.494,43.823,45.318,46.964,48.861,50.621,,-0.59,-4.26,-1.84,-3.58,-6.48,8.94,4.97,26.67,-0.89,-2.97,13.78,14.22,11.38,10.34,-5.27,6.89,-2.87,-20.83,-2.02,-2.79,-8.73,0.29,23.45,15.51,14.66,10.42,12.98,16.72,-4.59,18.92,23.85,14.69,1.11,7.97,-5.40,-2.00,9.21,5.67,1.59,-5.70,6.46,18.31,0.23,4.00,3.13,3.41,3.63,4.04,3.60
South America,581.096,583.981,494.458,463.468,454.181,500.145,564.531,599.011,667.453,731.017,812.063,833.763,891.88,963.205,1146.486,1433.863,1538.986,1636.37,1615.772,1303.779,1378.406,1266.259,996.146,1073.371,1296.606,1656.004,2014.189,2505.398,3045.338,2933.096,3763.581,4404.926,4451.696,4433.435,4317.656,3521.697,3420.213,3874.402,3654.178,3476.095,2857.827,3323.702,3841.067,4169.018,4225.38,4377.976,4616.338,4846.974,5092.318,5345.072,,0.50,-15.33,-6.27,-2.00,10.12,12.87,6.11,11.43,9.52,11.09,2.67,6.97,8.00,19.03,25.07,7.33,6.33,-1.26,-19.31,5.72,-8.14,-21.33,7.75,20.80,27.72,21.63,24.39,21.55,-3.69,28.31,17.04,1.06,-0.41,-2.61,-18.43,-2.88,13.28,-5.68,-4.87,-17.79,16.30,15.57,8.54,1.35,3.61,5.44,5.00,5.06,4.96
South Asia,257.208,273.45,283.385,298.216,300.023,323.764,341.535,377.641,405.016,412.495,442.076,402.844,427.363,424.648,478.2,532.32,574.63,600.928,608.772,642.835,657.303,671.957,706.543,823.201,953.157,1085.315,1234.373,1549.237,1576.976,1719.755,2091.416,2301.606,2334.39,2399.419,2628.478,2752.901,2992.796,3415.06,3516.116,3639.45,3473.194,4065.419,4313.321,4491.294,4856.741,5298.308,5811.471,6381.265,7014.958,7717.742,,6.31,3.63,5.23,0.61,7.91,5.49,10.57,7.25,1.85,7.17,-8.87,6.09,-0.64,12.61,11.32,7.95,4.58,1.31,5.60,2.25,2.23,5.15,16.51,15.79,13.87,13.73,25.51,1.79,9.05,21.61,10.05,1.42,2.79,9.55,4.73,8.71,14.11,2.96,3.51,-4.57,17.05,6.10,4.13,8.14,9.09,9.69,9.80,9.93,10.02
Southeast Asia,245.909,248.004,263.685,270.473,307.009,262.444,278.034,300.721,313.319,332.892,379.15,425.592,483.68,542.698,620.968,723.139,804.336,762.373,517.094,607.162,647.056,625.157,698.141,785.977,888.809,991.495,1187.433,1416.86,1649.53,1631.956,2017.929,2345.756,2489.904,2575.373,2603.271,2530.447,2652.075,2861.332,3068.974,3253.47,3099.94,3405.851,3669.709,3798.244,3984.595,4251.447,4546.927,4855.866,5192.904,5545.586,,0.85,6.32,2.57,13.51,-14.52,5.94,8.16,4.19,6.25,13.90,12.25,13.65,12.20,14.42,16.45,11.23,-5.22,-32.17,17.42,6.57,-3.38,11.67,12.58,13.08,11.55,19.76,19.32,16.42,-1.07,23.65,16.25,6.15,3.43,1.08,-2.80,4.81,7.89,7.26,6.01,-4.72,9.87,7.75,3.50,4.91,6.70,6.95,6.79,6.94,6.79
Sub-Saharan Africa (Region) ,329.918,345.676,346.803,321.683,259.04,235.544,268.579,295.877,315.98,329.333,421.747,428.501,425.628,425.399,413.532,506.889,567.569,591.882,593.592,437.274,443.034,426.766,461.95,579.626,713.09,843.953,974.979,1131.869,1295.23,1236.8,1464.137,1671.171,1735.895,1826.808,1913.591,1723.278,1605.409,1699.735,1815.318,1852.141,1734.805,1948.463,2081.516,1997.126,1885.886,1941.527,2092.06,2233.171,2390.11,2546.268,,4.78,0.33,-7.24,-19.47,-9.07,14.02,10.16,6.79,4.23,28.06,1.60,-0.67,-0.05,-2.79,22.58,11.97,4.28,0.29,-26.33,1.32,-3.67,8.24,25.47,23.03,18.35,15.53,16.09,14.43,-4.51,18.38,14.14,3.87,5.24,4.75,-9.95,-6.84,5.88,6.80,2.03,-6.34,12.32,6.83,-4.05,-5.57,2.95,7.75,6.75,7.03,6.53
Western Europe,3841.944,3432.181,3303.659,3212.301,3086.523,3202.752,4368.032,5404.867,6039.189,6144.664,7629.225,8115.649,8825.77,8020.848,8514.14,9768.416,9954.81,9362.185,9654.66,9676.367,9000.552,9065.825,9879.257,11990.467,13799.092,14378.387,15298.721,17547.193,18857.835,16930.388,16872.94,18316.66,17309.365,18023.784,18621.166,16396.614,16452.806,17211.251,18513.719,18136.218,17642.49,20068.737,19616.69,21110.909,22075.096,23014.87,23900.779,24697.478,25541.838,26420.875,,-10.67,-3.74,-2.77,-3.92,3.77,36.38,23.74,11.74,1.75,24.16,6.38,8.75,-9.12,6.15,14.73,1.91,-5.95,3.12,0.22,-6.98,0.73,8.97,21.37,15.08,4.20,6.40,14.70,7.47,-10.22,-0.34,8.56,-5.50,4.13,3.31,-11.95,0.34,4.61,7.57,-2.04,-2.72,13.75,-2.25,7.62,4.57,4.26,3.85,3.33,3.42,3.44
Western Hemisphere (Region),4024.476,4480.344,4453.115,4700.115,5151.415,5517.113,5764.222,6144.355,6710.25,7292.019,7769.573,8074.328,8543.517,9048.124,9695.489,10203.839,10829.094,11559.008,12052.205,12434.306,13317.052,13597.855,13720.715,14418.406,15604.109,17063.302,18468.059,19880.565,20893.818,20087.815,21920.331,23446,24232.259,24949.846,25577.411,25086.904,25378.141,26860.738,27841.565,28630.56,27512.027,30916.268,34139.327,36545.541,38232.012,39683.762,41363.374,43104.501,44918.543,46795.984,,11.33,-0.61,5.55,9.60,7.10,4.48,6.59,9.21,8.67,6.55,3.92,5.81,5.91,7.15,5.24,6.13,6.74,4.27,3.17,7.10,2.11,0.90,5.08,8.22,9.35,8.23,7.65,5.10,-3.86,9.12,6.96,3.35,2.96,2.52,-1.92,1.16,5.84,3.65,2.83,-3.91,12.37,10.43,7.05,4.61,3.80,4.23,4.21,4.21,4.18
ASEAN-5,208.639,229.269,239.197,233.223,242.907,234.883,228.952,241.508,278.672,318.986,363.369,406.573,460.837,515.3,588.415,682.569,758.546,714.207,467.858,553.957,587.767,564.573,633.787,712.337,798.144,885.755,1064.94,1272.687,1466.161,1442.422,1803.078,2079.603,2191.371,2252.201,2253.38,2177.837,2284.293,2462.802,2631.342,2781.881,2608.251,2894.763,3125.132,3224.286,3372.027,3595.604,3844.312,4102.379,4385.532,4682.628,,9.89,4.33,-2.50,4.15,-3.30,-2.53,5.48,15.39,14.47,13.91,11.89,13.35,11.82,14.19,16.00,11.13,-5.85,-34.49,18.40,6.10,-3.95,12.26,12.39,12.05,10.98,20.23,19.51,15.20,-1.62,25.00,15.34,5.37,2.78,0.05,-3.35,4.89,7.81,6.84,5.72,-6.24,10.98,7.96,3.17,4.58,6.63,6.92,6.71,6.90,6.77
Advanced economies,8480.672,8616.056,8555.257,8903.058,9310.663,9802.971,11971.154,13919.655,15723.948,16404.195,18412.004,19667.969,21161.984,21330.703,22917.252,25386.525,25569.176,25071.192,25154.169,26500.127,26963.822,26690.444,27848.91,31245.849,34669.549,36495.443,38384.366,41935.56,44303.754,41802.238,43660.011,46889.69,46709.437,47175.646,48288.303,45710.602,46952.89,49014.751,51863.074,52399.574,51527.538,57538.235,58806.296,62129.487,64681.709,67561.045,70300.608,72964.042,75782.827,78608.069,,1.60,-0.71,4.07,4.58,5.29,22.12,16.28,12.96,4.33,12.24,6.82,7.60,0.80,7.44,10.77,0.72,-1.95,0.33,5.35,1.75,-1.01,4.34,12.20,10.96,5.27,5.18,9.25,5.65,-5.65,4.44,7.40,-0.38,1.00,2.36,-5.34,2.72,4.39,5.81,1.03,-1.66,11.67,2.20,5.65,4.11,4.45,4.05,3.79,3.86,3.73
Emerging and Developing Asia,764.076,758.85,774.462,818.092,859.261,835.446,858.956,940.084,1049.396,1118.529,1123.279,1132.753,1282.323,1451.039,1514.554,1811.917,2052.654,2131.736,1973.024,2165.907,2324.275,2453.501,2689.29,3067.434,3557.501,4109.284,4883.116,6176.93,7432.207,8081.869,9734.921,11666.052,12860.754,14076.158,15214.392,15831.317,16280.491,17903.701,19741.915,20585.161,20832.525,24498.848,25017.316,25271.097,26276.864,28196.247,30250.095,32319.92,34502.187,36766.302,,-0.68,2.06,5.63,5.03,-2.77,2.81,9.44,11.63,6.59,0.42,0.84,13.20,13.16,4.38,19.63,13.29,3.85,-7.45,9.78,7.31,5.56,9.61,14.06,15.98,15.51,18.83,26.50,20.32,8.74,20.45,19.84,10.24,9.45,8.09,4.05,2.84,9.97,10.27,4.27,1.20,17.60,2.12,1.01,3.98,7.30,7.28,6.84,6.75,6.56
Emerging and Developing Europe,262.119,273.513,278.435,276.722,267.23,275.499,290.862,311.675,353.096,369.866,374.699,357.096,489.201,660.233,722.674,867.779,988.507,1049.564,934.296,801.262,891.126,912.377,1032.664,1277.175,1647.038,2049.499,2447.026,3145.641,3877.46,3023.664,3528.997,4136.414,4269.765,4513.272,4249.586,3297.207,3227.913,3647.099,3824.569,3879.711,3627.075,4300.18,4818.061,5041.203,5556.849,5804.54,6015.336,6287.983,6571.793,6855.573,,4.35,1.80,-0.62,-3.43,3.09,5.58,7.16,13.29,4.75,1.31,-4.70,36.99,34.96,9.46,20.08,13.91,6.18,-10.98,-14.24,11.22,2.38,13.18,23.68,28.96,24.44,19.40,28.55,23.26,-22.02,16.71,17.21,3.22,5.70,-5.84,-22.41,-2.10,12.99,4.87,1.44,-6.51,18.56,12.04,4.63,10.23,4.46,3.63,4.53,4.51,4.32
Emerging market and developing economies,2755.146,2913.869,2758.423,2712.301,2719.785,2755.722,2826.892,3116.478,3432.291,3752.724,4230.662,4004.237,4197.124,4754.955,5130.064,5882.485,6574.333,6988.071,6739.322,6520.744,7175.138,7206.73,7164.302,8073.097,9586.401,11456.338,13560.206,16702.194,20057.845,19154.726,23021.943,27144.539,28765.306,30521.971,31519.269,29619.727,29644.951,32464.444,34634.119,35372.918,33991.924,39864.674,42603.07,43555.634,45383.206,47933.267,51024.845,54208.894,57568.943,61043.548,,5.76,-5.33,-1.67,0.28,1.32,2.58,10.24,10.13,9.34,12.74,-5.35,4.82,13.29,7.89,14.67,11.76,6.29,-3.56,-3.24,10.04,0.44,-0.59,12.69,18.75,19.51,18.36,23.17,20.09,-4.50,20.19,17.91,5.97,6.11,3.27,-6.03,0.09,9.51,6.68,2.13,-3.90,17.28,6.87,2.24,4.20,5.62,6.45,6.24,6.20,6.04
Euro area,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,6114.699,6743.626,6129.387,6474.624,7641.512,7760.426,6970.111,7135.488,7154.319,6525.12,6621.795,7225.41,8904.607,10210.254,10601.683,11270.219,12985.332,14284.644,13057.033,12784.351,13789.822,12783.046,13346.064,13671.553,11817.521,12108.592,12825.308,13861.869,13572.908,13229.445,14885.777,14387.732,15682.849,16370.212,17082.558,17751.025,18314.836,18901.05,19509.426,,,,,,,,,,,,,10.29,-9.11,5.63,18.02,1.56,-10.18,2.37,0.26,-8.79,1.48,9.12,23.24,14.66,3.83,6.31,15.22,10.01,-8.59,-2.09,7.86,-7.30,4.40,2.44,-13.56,2.46,5.92,8.08,-2.08,-2.53,12.52,-3.35,9.00,4.38,4.35,3.91,3.18,3.20,3.22
European Union,3210.486,2837.991,2750.765,2689.875,2589.531,2666.495,3657.155,4482.069,4951.612,5039.932,6204.968,6616.561,7299.302,6672.856,7082.816,8290.975,8426.322,7738.035,7973.592,7942.939,7289.66,7403.04,8090.796,9949.065,11438.498,11954.984,12763.168,14790.108,16369.368,14837.588,14655.285,15870.872,14743.531,15402.091,15769.415,13658.69,13988.192,14867.334,16094.376,15802.16,15479.85,17493.639,16992.23,18579.215,19403.162,20287.33,21122.21,21848.952,22596.601,23373.637,,-11.60,-3.07,-2.21,-3.73,2.97,37.15,22.56,10.48,1.78,23.12,6.63,10.32,-8.58,6.14,17.06,1.63,-8.17,3.04,-0.38,-8.22,1.56,9.29,22.97,14.97,4.52,6.76,15.88,10.68,-9.36,-1.23,8.29,-7.10,4.47,2.38,-13.38,2.41,6.28,8.25,-1.82,-2.04,13.01,-2.87,9.34,4.43,4.56,4.12,3.44,3.42,3.44
Latin America and the Caribbean,876.65,950.117,777.912,706.95,737.875,791.64,783.613,832.087,938.267,1054.927,1179.755,1271.402,1394.185,1573.593,1788.635,1915.501,2080.03,2278.261,2301.29,2066.873,2259.769,2207.294,1958.921,1990.523,2280.138,2766.683,3245.828,3847.896,4477.464,4136.87,5155.629,5952.597,6048.382,6120.126,6061.089,5132.02,4940.908,5495.926,5358.782,5241.734,4399.085,5121.194,5857.377,6564.443,6728.466,6894.058,7266.192,7630.325,8015.34,8410.199,,8.38,-18.12,-9.12,4.37,7.29,-1.01,6.19,12.76,12.43,11.83,7.77,9.66,12.87,13.67,7.09,8.59,9.53,1.01,-10.19,9.33,-2.32,-11.25,1.61,14.55,21.34,17.32,18.55,16.36,-7.61,24.63,15.46,1.61,1.19,-0.96,-15.33,-3.72,11.23,-2.50,-2.18,-16.08,16.41,14.38,12.07,2.50,2.46,5.40,5.01,5.05,4.93
Major advanced economies (G7),6899.738,7116.547,7084.008,7476.475,7867.149,8339.916,10092.714,11599.296,13042.348,13538.536,14971.837,16042.961,17228.793,17575.068,18798.778,20505.266,20470.046,20205.15,20473.246,21594.537,22112.21,21854.685,22533.721,24879.158,27331.248,28544.573,29771.997,31977.972,33541.878,31945.782,33179.381,35291.545,35446.386,35503.783,36379.787,34937.26,35928.783,37194.333,39234.801,39955.338,39251.359,43372.877,44635.745,47346.463,49300.856,51451.646,53480.449,55476.216,57603.158,59726.466,,3.14,-0.46,5.54,5.23,6.01,21.02,14.93,12.44,3.80,10.59,7.15,7.39,2.01,6.96,9.08,-0.17,-1.29,1.33,5.48,2.40,-1.16,3.11,10.41,9.86,4.44,4.30,7.41,4.89,-4.76,3.86,6.37,0.44,0.16,2.47,-3.97,2.84,3.52,5.49,1.84,-1.76,10.50,2.91,6.07,4.13,4.36,3.94,3.73,3.83,3.69
Middle East and Central Asia,531.478,592.242,585.559,595.338,604.372,623.14,632.282,748.721,785.104,896.922,1135.857,819.717,611.722,652.439,699.266,789.885,896.776,949.647,950.793,1062.888,1272.628,1225.066,1042.228,1182.628,1418.578,1726.035,2059.61,2464.817,3046.837,2736.486,3211.156,3793.275,3908.08,4047.876,4150.172,3709.045,3664.137,3776.477,3937.511,3856.637,3445.323,4043.648,4875.611,4734.534,4980.028,5142.633,5453.759,5794.442,6150.927,6530.354,,11.43,-1.13,1.67,1.52,3.11,1.47,18.42,4.86,14.24,26.64,-27.83,-25.37,6.66,7.18,12.96,13.53,5.90,0.12,11.79,19.73,-3.74,-14.92,13.47,19.95,21.67,19.33,19.67,23.61,-10.19,17.35,18.13,3.03,3.58,2.53,-10.63,-1.21,3.07,4.26,-2.05,-10.67,17.37,20.57,-2.89,5.19,3.27,6.05,6.25,6.15,6.17
Other advanced economies,776.681,792.517,787.705,786.566,824.785,822.452,1002.695,1234.647,1456.866,1585.469,1826.481,1941.25,2071.524,2047.634,2300.245,2712.876,2893.52,2802.683,2525.131,2707.942,2800.172,2716.2,2955.345,3403.893,3888.962,4292.285,4651.311,5319.442,5612.985,5160.602,5946.533,6791.018,6848.143,7086.172,7220.494,6650.084,6791.123,7299.798,7688.832,7556.87,7515.723,8742.162,8789.585,8897.231,9183.356,9599.703,10023.639,10438.729,10868.694,11295.67,,2.04,-0.61,-0.14,4.86,-0.28,21.92,23.13,18.00,8.83,15.20,6.28,6.71,-1.15,12.34,17.94,6.66,-3.14,-9.90,7.24,3.41,-3.00,8.80,15.18,14.25,10.37,8.36,14.36,5.52,-8.06,15.23,14.20,0.84,3.48,1.90,-7.90,2.12,7.49,5.33,-1.72,-0.54,16.32,0.54,1.22,3.22,4.53,4.42,4.14,4.12,3.93
Sub-Saharan Africa,320.823,339.147,342.054,315.198,251.048,229.997,261.179,283.912,306.429,312.48,417.073,423.269,419.692,417.651,404.935,497.404,556.365,578.862,579.919,423.814,427.34,408.492,441.199,555.338,683.145,804.838,924.627,1066.91,1223.877,1175.837,1391.241,1596.2,1678.325,1764.54,1844.029,1650.138,1531.502,1641.241,1771.342,1809.675,1687.915,1900.803,2034.706,1944.358,1840.998,1895.789,2039.463,2176.224,2328.696,2481.12,,5.71,0.86,-7.85,-20.35,-8.39,13.56,8.70,7.93,1.97,33.47,1.49,-0.85,-0.49,-3.04,22.84,11.85,4.04,0.18,-26.92,0.83,-4.41,8.01,25.87,23.01,17.81,14.88,15.39,14.71,-3.93,18.32,14.73,5.15,5.14,4.50,-10.51,-7.19,7.17,7.93,2.16,-6.73,12.61,7.04,-4.44,-5.32,2.98,7.58,6.71,7.01,6.55
